uniqueId,movieId,genreId
4156,2474,7
4157,2475,8
4158,2475,12
4159,2475,10
4160,2476,8
4161,2476,14
4162,2477,1
4163,2478,4
4164,2478,18
4165,2481,7
4166,2481,6
4167,2482,4
4168,2482,6
4169,2483,1
4170,2483,4
4171,2483,10
4172,2485,4
4173,2485,6
4174,2488,7
4175,2488,11
4176,2488,10
4177,2490,8
4178,2490,10
4179,2491,4
4180,2491,6
4181,2492,4
4182,2492,6
4183,2493,7
4184,2494,16
4185,2495,2
4186,2495,13
4187,2496,4
4188,2496,6
4189,2497,6
4190,2498,4
4191,2498,13
4192,2500,4
4193,2501,7
4194,2502,4
4195,2502,9
4196,2503,7
4197,2504,4
4198,2504,7
4199,2505,7
4200,2505,12
4201,2505,10
4202,2506,4
4203,2506,7
4204,2506,6
4205,2511,9
4206,2511,19
4207,2512,7
4208,2513,11
4209,2514,4
4210,2514,11
4211,2515,11
4212,2516,11
4213,2517,11
4214,2518,4
4215,2520,7
4216,2521,8
4217,2521,7
4218,2521,10
4219,2522,7
4220,2523,7
4221,2523,10
4222,2524,8
4223,2524,1
4224,2524,7
4225,2524,10
4226,2525,8
4227,2525,11
4228,2525,13
4229,2526,13
4230,2527,8
4231,2527,13
4232,2527,10
4233,2527,18
4234,2528,8
4235,2528,1
4236,2528,13
4237,2529,8
4238,2529,7
4239,2529,13
4240,2530,8
4241,2530,13
4242,2531,8
4243,2531,13
4244,2532,8
4245,2532,13
4246,2533,8
4247,2533,13
4248,2534,8
4249,2535,8
4250,2535,7
4251,2535,10
4252,2537,1
4253,2538,16
4254,2539,4
4255,2540,8
4256,2540,9
4257,2540,7
4258,2540,10
4259,2541,7
4260,2542,4
4261,2542,9
4262,2542,10
4263,2544,7
4264,2544,6
4265,2546,7
4266,2548,11
4267,2549,8
4268,2549,13
4269,2550,11
4270,2550,10
4271,2551,7
4272,2551,11
4273,2551,10
4274,2552,4
4275,2553,11
4276,2553,13
4277,2553,10
4278,2554,11
4279,2554,13
4280,2554,10
4281,2555,4
4282,2557,7
4283,2557,10
4284,2558,4
4285,2558,6
4286,2559,2
4287,2559,3
4288,2560,11
4289,2560,10
4290,2561,9
4291,2561,10
4292,2563,7
4293,2565,7
4294,2565,15
4295,2565,6
4296,2566,2
4297,2566,3
4298,2567,4
4299,2568,8
4300,2568,9
4301,2570,7
4302,2570,6
4303,2571,8
4304,2571,13
4305,2571,10
4306,2572,4
4307,2572,6
4308,2573,7
4309,2573,15
4310,2574,4
4311,2575,7
4312,2577,4
4313,2577,7
4314,2579,9
4315,2579,12
4316,2579,10
4317,2580,4
4318,2580,9
4319,2581,4
4320,2581,6
4321,2582,8
4322,2582,4
4323,2583,4
4324,2583,7
4325,2585,7
4326,2585,6
4327,2586,4
4328,2586,9
4329,2586,10
4330,2587,4
4331,2587,9
4332,2587,7
4333,2589,4
4334,2589,7
4335,2589,6
4336,2590,7
4337,2593,4
4338,2594,7
4339,2594,6
4340,2594,13
4341,2594,10
4342,2596,4
4343,2596,7
4344,2597,4
4345,2597,6
4346,2598,4
4347,2599,4
4348,2600,8
4349,2600,13
4350,2600,10
4351,2605,9
4352,2605,10
4353,2606,4
4354,2606,11
4355,2607,7
4356,2607,6
4357,2609,7
4358,2611,7
4359,2612,7
4360,2612,19
4361,2613,4
4362,2613,11
4363,2613,13
4364,2614,8
4365,2614,11
4366,2614,13
4367,2615,1
4368,2615,13
4369,2616,8
4370,2616,9
4371,2617,8
4372,2617,1
4373,2617,4
4374,2617,5
4375,2617,11
4376,2617,10
4377,2618,4
4378,2620,7
4379,2620,6
4380,2622,4
4381,2622,5
4382,2623,4
4383,2624,7
4384,2624,5
4385,2625,8
4386,2625,1
4387,2625,9
4388,2625,13
4389,2625,10
4390,2628,8
4391,2628,1
4392,2628,13
4393,2629,4
4394,2629,6
4395,2630,7
4396,2632,1
4397,2632,7
4398,2632,12
4399,2633,11
4400,2633,6
4401,2634,11
4402,2639,7
4403,2640,8
4404,2640,1
4405,2640,13
4406,2641,8
4407,2641,13
4408,2642,8
4409,2642,1
4410,2642,13
4411,2643,8
4412,2643,1
4413,2643,13
4414,2644,11
4415,2648,7
4416,2648,11
4417,2648,13
4418,2651,11
4419,2652,11
4420,2654,7
4421,2654,5
4422,2654,11
4423,2655,11
4424,2656,11
4425,2656,13
4426,2657,4
4427,2657,11
4428,2657,15
4429,2657,13
4430,2659,4
4431,2659,16
4432,2660,11
4433,2660,13
4434,2661,13
4435,2662,8
4436,2662,7
4437,2662,13
4438,2664,11
4439,2664,13
4440,2664,10
4441,2665,13
4442,2668,11
4443,2668,13
4444,2669,14
4445,2670,14
4446,2671,4
4447,2671,6
4448,2672,7
4449,2672,13
4450,2672,10
4451,2674,7
4452,2674,5
4453,2676,7
4454,2676,10
4455,2677,16
4456,2677,15
4457,2681,4
4458,2681,6
4459,2681,13
4460,2682,7
4461,2683,8
4462,2683,1
4463,2683,4
4464,2686,7
4465,2686,12
4466,2687,1
4467,2687,2
4468,2687,3
4469,2687,7
4470,2688,9
4471,2688,7
4472,2688,12
4473,2688,10
4474,2690,4
4475,2690,6
4476,2691,7
4477,2692,8
4478,2692,9
4479,2693,16
4480,2694,4
4481,2695,7
4482,2696,4
4483,2697,4
4484,2697,7
4485,2697,6
4486,2698,13
4487,2699,4
4488,2699,11
4489,2700,2
4490,2700,4
4491,2700,15
4492,2701,8
4493,2701,4
4494,2701,13
4495,2701,18
4496,2702,7
4497,2706,4
4498,2706,6
4499,2707,10
4500,2708,6
4501,2709,3
4502,2709,4
4503,2710,7
4504,2710,11
4505,2710,10
4506,2712,7
4507,2712,12
4508,2712,10
4509,2713,11
4510,2713,10
4511,2716,8
4512,2716,4
4513,2716,13
4514,2717,4
4515,2717,5
4516,2717,13
4517,2718,4
4518,2719,11
4519,2719,10
4520,2720,8
4521,2720,1
4522,2720,3
4523,2720,4
4524,2722,8
4525,2722,11
4526,2722,13
4527,2722,10
4528,2723,8
4529,2723,4
4530,2723,5
4531,2724,4
4532,2724,6
4533,2725,7
4534,2726,9
4535,2726,19
4536,2727,9
4537,2727,19
4538,2728,8
4539,2728,7
4540,2728,6
4541,2728,14
4542,2729,7
4543,2729,6
4544,2730,7
4545,2730,6
4546,2730,14
4547,2731,9
4548,2731,7
4549,2732,7
4550,2732,6
4551,2733,1
4552,2733,4
4553,2733,6
4554,2734,1
4555,2734,7
4556,2734,10
4557,2735,8
4558,2735,1
4559,2735,4
4560,2735,5
4561,2735,12
4562,2736,4
4563,2737,8
4564,2737,7
4565,2737,10
4566,2738,4
4567,2738,7
4568,2739,7
4569,2740,11
4570,2740,13
4571,2741,8
4572,2741,9
4573,2741,10
4574,2742,4
4575,2742,7
4576,2743,7
4577,2744,7
4578,2745,7
4579,2746,4
4580,2746,11
4581,2746,15
4582,2747,4
4583,2747,11
4584,2748,8
4585,2748,1
4586,2748,4
4587,2749,7
4588,2749,12
4589,2750,4
4590,2750,7
4591,2751,4
4592,2751,7
4593,2752,4
4594,2752,12
4595,2754,11
4596,2757,7
4597,2759,4
4598,2761,1
4599,2761,2
4600,2761,3
4601,2761,7
4602,2761,13
4603,2762,7
4604,2762,11
4605,2762,12
4606,2763,8
4607,2763,12
4608,2764,9
4609,2764,7
4610,2764,6
4611,2764,10
4612,2765,4
4613,2765,7
4614,2766,4
4615,2766,7
4616,2769,9
4617,2769,7
4618,2770,4
4619,2771,7
4620,2772,4
4621,2774,4
4622,2774,6
4623,2775,7
4624,2779,4
4625,2782,11
4626,2784,11
4627,2786,4
4628,2787,11
4629,2788,4
4630,2789,11
4631,2790,11
4632,2790,10
4633,2791,4
4634,2792,4
4635,2793,4
4636,2793,11
4637,2793,6
4638,2793,10
4639,2794,1
4640,2794,4
4641,2794,6
4642,2795,4
4643,2796,4
4644,2797,4
4645,2797,7
4646,2797,5
4647,2797,6
4648,2798,3
4649,2798,4
4650,2799,4
4651,2800,1
4652,2800,2
4653,2800,3
4654,2800,7
4655,2800,5
4656,2801,7
4657,2801,6
4658,2802,8
4659,2802,7
4660,2802,6
4661,2802,10
4662,2803,9
4663,2803,7
4664,2803,12
4665,2803,6
4666,2803,10
4667,2804,3
4668,2804,4
4669,2805,4
4670,2805,6
4671,2806,4
4672,2806,10
4673,2807,8
4674,2807,13
4675,2808,8
4676,2808,13
4677,2810,2
4678,2810,11
4679,2810,12
4680,2810,10
4681,2812,8
4682,2812,10
4683,2813,16
4684,2815,8
4685,2815,14
4686,2816,8
4687,2816,14
4688,2817,8
4689,2818,8
4690,2818,14
4691,2819,7
4692,2819,12
4693,2819,6
4694,2819,10
4695,2820,7
4696,2822,1
4697,2822,6
4698,2824,16
4699,2824,7
4700,2826,8
4701,2826,1
4702,2826,5
4703,2827,11
4704,2827,13
4705,2827,10
4706,2828,3
4707,2828,4
4708,2829,4
4709,2835,8
4710,2835,1
4711,2835,4
4712,2835,10
4713,2836,4
4714,2837,4
4715,2837,6
4716,2839,7
4717,2840,7
4718,2840,10
4719,2841,11
4720,2841,12
4721,2841,10
4722,2843,4
4723,2843,6
4724,2844,7
4725,2844,12
4726,2846,1
4727,2846,3
4728,2846,4
4729,2846,7
4730,2847,1
4731,2847,7
4732,2847,6
4733,2848,7
4734,2851,1
4735,2851,13
4736,2851,10
4737,2852,7
4738,2856,10
4739,2857,1
4740,2857,2
4741,2857,4
4742,2857,5
4743,2857,15
4744,2858,7
4745,2858,6
4746,2859,16
4747,2859,15
4748,2860,4
4749,2861,4
4750,2861,7
4751,2862,7
4752,2863,1
4753,2863,4
4754,2863,15
4755,2865,4
4756,2866,7
4757,2867,4
4758,2867,11
4759,2867,10
4760,2868,11
4761,2870,4
4762,2871,1
4763,2871,7
4764,2871,10
4765,2872,1
4766,2872,5
4767,2874,4
4768,2874,15
4769,2874,6
4770,2875,7
4771,2875,12
4772,2875,6
4773,2876,2
4774,2876,3
4775,2876,5
4776,2877,15
4777,2878,11
4778,2879,8
4779,2879,1
4780,2879,4
4781,2880,8
4782,2880,1
4783,2880,4
4784,2881,8
4785,2881,9
4786,2881,7
4787,2881,10
4788,2882,7
4789,2883,4
4790,2883,7
4791,2884,4
4792,2884,6
4793,2885,7
4794,2885,6
4795,2886,3
4796,2886,4
4797,2887,8
4798,2887,4
4799,2888,4
4800,2888,6
4801,2889,4
4802,2889,7
4803,2890,8
4804,2890,1
4805,2890,4
4806,2890,7
4807,2890,14
4808,2891,4
4809,2892,8
4810,2892,7
4811,2893,8
4812,2893,1
4813,2893,7
4814,2894,7
4815,2894,6
4816,2896,18
4817,2897,4
4818,2897,14
4819,2898,11
4820,2898,12
4821,2899,1
4822,2899,2
4823,2899,3
4824,2900,11
4825,2900,13
4826,2901,11
4827,2901,13
4828,2902,11
4829,2902,12
4830,2902,10
4831,2903,11
4832,2903,10
4833,2905,8
4834,2905,1
4835,2905,7
4836,2906,7
4837,2906,6
4838,2907,4
4839,2908,7
4840,2912,9
4841,2912,7
4842,2912,10
4843,2915,4
4844,2916,8
4845,2916,1
4846,2916,13
4847,2916,10
4848,2917,9
4849,2917,10
4850,2918,4
4851,2919,7
4852,2919,6
4853,2919,14
4854,2921,18
4855,2922,9
4856,2922,7
4857,2922,18
4858,2924,8
4859,2924,4
4860,2925,7
4861,2926,4
4862,2926,7
4863,2927,7
4864,2927,6
4865,2928,7
4866,2929,7
4867,2929,6
4868,2930,16
4869,2931,4
4870,2931,9
4871,2931,7
4872,2931,5
4873,2932,7
4874,2935,4
4875,2935,6
4876,2936,1
4877,2936,4
4878,2936,6
4879,2937,4
4880,2939,7
4881,2939,10
4882,2940,7
4883,2940,19
4884,2940,12
4885,2940,6
4886,2941,15
4887,2941,6
4888,2941,14
4889,2942,7
4890,2942,6
4891,2943,7
4892,2943,6
4893,2944,8
4894,2944,7
4895,2944,14
4896,2946,4
4897,2946,15
4898,2947,8
4899,2947,1
4900,2947,10
4901,2948,8
4902,2948,1
4903,2948,10
4904,2949,8
4905,2949,1
4906,2949,10
4907,2950,1
4908,2950,7
4909,2950,6
4910,2951,8
4911,2951,18
4912,2952,9
4913,2952,7
4914,2952,10
4915,2953,3
4916,2953,4
4917,2956,8
4918,2956,9
4919,2956,10
4920,2959,8
4921,2959,9
4922,2959,7
4923,2959,10
4924,2961,4
4925,2961,7
4926,2962,4
4927,2962,6
4928,2964,7
4929,2965,8
4930,2966,1
4931,2966,7
4932,2967,7
4933,2967,10
4934,2968,1
4935,2968,4
4936,2968,5
4937,2968,13
4938,2969,7
4939,2969,6
4940,2970,1
4941,2970,7
4942,2971,7
4943,2971,5
4944,2971,15
4945,2972,7
4946,2972,14
4947,2973,4
4948,2973,9
4949,2973,7
4950,2974,11
4951,2974,10
4952,2975,4
4953,2975,7
4954,2976,7
4955,2977,4
4956,2977,7
4957,2978,4
4958,2978,6
4959,2979,7
4960,2982,11
4961,2982,10
4962,2983,10
4963,2984,16
4964,2985,8
4965,2985,9
4966,2985,7
4967,2985,13
4968,2985,10
4969,2986,8
4970,2986,9
4971,2986,13
4972,2986,10
4973,2987,1
4974,2987,2
4975,2987,3
4976,2987,4
4977,2987,9
4978,2987,5
4979,2987,12
4980,2988,7
4981,2989,8
4982,2989,1
4983,2989,10
4984,2990,8
4985,2990,1
4986,2990,10
4987,2991,8
4988,2991,1
4989,2991,10
4990,2992,11
4991,2992,10
4992,2993,8
4993,2993,1
4994,2993,10
4995,2995,11
4996,2995,10
4997,2996,7
4998,2997,4
4999,2997,7
5000,2997,5
5001,3000,8
5002,3000,1
5003,3000,2
5004,3000,7
5005,3000,5
5006,3002,16
5007,3003,4
5008,3003,7
5009,3003,6
5010,3003,14
5011,3004,4
5012,3004,6
5013,3005,10
5014,3006,7
5015,3006,10
5016,3007,16
5017,3008,7
5018,3008,13
5019,3010,7
5020,3011,7
5021,3013,4
5022,3013,11
5023,3014,4
5024,3015,10
5025,3016,11
5026,3017,11
5027,3018,4
5028,3018,11
5029,3018,13
5030,3019,9
5031,3019,7
5032,3020,8
5033,3020,7
5034,3021,11
5035,3022,4
5036,3022,14
5037,3024,11
5038,3024,13
5039,3028,4
5040,3029,8
5041,3029,7
5042,3030,8
5043,3030,1
5044,3031,4
5045,3032,8
5046,3032,7
5047,3032,13
5048,3032,10
5049,3033,4
5050,3033,13
5051,3034,1
5052,3034,2
5053,3034,3
5054,3034,4
5055,3034,15
5056,3035,4
5057,3035,7
5058,3035,14
5059,3036,1
5060,3036,7
5061,3037,18
5062,3038,7
5063,3039,4
5064,3040,4
5065,3041,4
5066,3042,4
5067,3043,4
5068,3044,12
5069,3044,6
5070,3044,10
5071,3045,4
5072,3045,7
5073,3046,4
5074,3046,6
5075,3048,4
5076,3051,4
5077,3051,7
5078,3052,1
5079,3052,4
5080,3052,5
5081,3053,7
5082,3053,14
5083,3054,1
5084,3054,2
5085,3054,3
5086,3054,5
5087,3054,13
5088,3055,10
5089,3056,9
5090,3056,7
5091,3056,10
5092,3057,4
5093,3060,4
5094,3060,7
5095,3060,15
5096,3061,4
5097,3061,15
5098,3062,8
5099,3062,7
5100,3062,14
5101,3063,7
5102,3063,10
5103,3064,7
5104,3064,10
5105,3066,8
5106,3066,7
5107,3066,14
5108,3067,4
5109,3067,7
5110,3068,7
5111,3068,12
5112,3070,1
5113,3070,4
5114,3070,13
5115,3071,4
5116,3071,7
5117,3072,4
5118,3072,6
5119,3073,7
5120,3073,6
5121,3074,18
5122,3075,7
5123,3075,11
5124,3076,4
5125,3077,16
5126,3078,7
5127,3079,4
5128,3079,7
5129,3079,6
5130,3081,5
5131,3081,11
5132,3081,12
5133,3081,6
5134,3082,8
5135,3082,1
5136,3082,10
5137,3083,7
5138,3086,3
5139,3086,4
5140,3086,5
5141,3086,15
5142,3087,4
5143,3087,5
5144,3087,6
5145,3088,4
5146,3088,5
5147,3089,7
5148,3090,7
5149,3091,7
5150,3091,14
5151,3093,7
5152,3093,18
5153,3094,7
5154,3094,6
5155,3095,7
5156,3096,4
5157,3097,4
5158,3097,7
5159,3097,6
5160,3098,7
5161,3099,4
5162,3099,7
5163,3099,6
5164,3100,7
5165,3101,7
5166,3101,10
5167,3102,9
5168,3102,6
5169,3102,10
5170,3103,7
5171,3103,6
5172,3104,8
5173,3104,4
5174,3104,9
5175,3104,10
5176,3105,7
5177,3105,12
5178,3106,7
5179,3106,6
5180,3107,8
5181,3107,7
5182,3108,4
5183,3108,7
5184,3108,5
5185,3108,6
5186,3109,7
5187,3111,7
5188,3112,7
5189,3113,8
5190,3113,5
5191,3113,11
5192,3113,12
5193,3113,10
5194,3114,1
5195,3114,2
5196,3114,3
5197,3114,4
5198,3114,5
5199,3115,7
5200,3117,7
5201,3117,6
5202,3117,14
5203,3120,4
5204,3125,7
5205,3127,4
5206,3127,7
5207,3129,4
5208,3129,7
5209,3130,4
5210,3130,9
5211,3130,7
5212,3132,4
5213,3132,7
5214,3134,7
5215,3134,14
5216,3135,7
5217,3138,7
5218,3141,7
5219,3142,16
5220,3142,15
5221,3143,7
5222,3143,14
5223,3145,7
5224,3146,4
5225,3147,9
5226,3147,7
5227,3148,7
5228,3150,7
5229,3150,10
5230,3152,7
5231,3153,8
5232,3153,1
5233,3153,5
5234,3155,7
5235,3155,6
5236,3156,7
5237,3156,6
5238,3156,13
5239,3157,3
5240,3157,4
5241,3157,5
5242,3158,7
5243,3159,2
5244,3159,3
5245,3159,15
5246,3159,17
5247,3160,7
5248,3161,7
5249,3161,6
5250,3162,4
5251,3162,7
5252,3163,4
5253,3163,7
5254,3163,15
5255,3165,8
5256,3165,7
5257,3167,4
5258,3167,7
5259,3168,1
5260,3168,7
5261,3169,9
5262,3169,7
5263,3169,10
5264,3171,7
5265,3173,7
5266,3174,4
5267,3174,7
5268,3175,1
5269,3175,4
5270,3175,13
5271,3176,7
5272,3176,12
5273,3176,10
5274,3177,4
5275,3178,7
5276,3179,7
5277,3181,7
5278,3182,16
5279,3183,7
5280,3185,7
5281,3186,7
5282,3189,3
5283,3189,7
5284,3190,1
5285,3190,13
5286,3190,10
5287,3192,7
5288,3194,7
5289,3194,6
5290,3196,7
5291,3196,14
5292,3197,8
5293,3197,9
5294,3197,6
5295,3197,10
5296,3198,9
5297,3198,7
5298,3200,4
5299,3200,7
5300,3201,7
5301,3203,10
5302,3204,8
5303,3204,12
5304,3204,10
5305,3206,6
5306,3208,8
5307,3208,4
5308,3210,4
5309,3210,7
5310,3210,6
5311,3211,7
5312,3213,2
5313,3213,3
5314,3214,7
5315,3217,7
5316,3219,12
5317,3219,10
5318,3221,7
5319,3223,7
5320,3224,7
5321,3225,4
5322,3225,6
5323,3230,10
5324,3235,4
5325,3238,10
5326,3240,4
5327,3241,4
5328,3243,4
5329,3244,4
5330,3244,6
5331,3246,7
5332,3247,4
5333,3247,9
5334,3248,4
5335,3249,7
5336,3249,10
5337,3250,7
5338,3251,7
5339,3251,12
5340,3252,7
5341,3253,4
5342,3254,4
5343,3255,4
5344,3255,7
5345,3256,8
5346,3256,9
5347,3256,7
5348,3256,10
5349,3257,7
5350,3257,6
5351,3257,10
5352,3258,4
5353,3258,5
5354,3259,1
5355,3259,7
5356,3259,6
5357,3260,7
5358,3261,4
5359,3261,7
5360,3261,6
5361,3262,9
5362,3262,7
5363,3262,12
5364,3262,10
5365,3263,4
5366,3263,7
5367,3264,8
5368,3264,4
5369,3264,11
5370,3265,8
5371,3265,9
5372,3265,7
5373,3265,10
5374,3266,4
5375,3266,9
5376,3266,7
5377,3266,10
5378,3267,8
5379,3267,9
5380,3267,10
5381,3267,18
5382,3268,8
5383,3268,4
5384,3269,7
5385,3269,6
5386,3269,13
5387,3270,4
5388,3270,7
5389,3270,6
5390,3271,7
5391,3272,9
5392,3272,7
5393,3273,4
5394,3273,11
5395,3273,12
5396,3273,10
5397,3274,7
5398,3274,10
5399,3275,8
5400,3275,9
5401,3275,7
5402,3275,10
5403,3276,4
5404,3280,11
5405,3281,16
5406,3283,8
5407,3284,4
5408,3284,12
5409,3284,6
5410,3285,1
5411,3285,7
5412,3286,4
5413,3287,2
5414,3287,3
5415,3289,7
5416,3294,11
5417,3295,7
5418,3296,7
5419,3298,9
5420,3298,7
5421,3298,10
5422,3299,4
5423,3299,7
5424,3300,11
5425,3300,13
5426,3300,10
5427,3301,4
5428,3301,9
5429,3302,4
5430,3303,16
5431,3306,4
5432,3307,4
5433,3307,7
5434,3307,6
5435,3308,4
5436,3308,7
5437,3310,4
5438,3310,7
5439,3313,4
5440,3315,15
5441,3316,8
5442,3316,10
5443,3317,4
5444,3317,7
5445,3323,4
5446,3323,9
5447,3324,4
5448,3325,4
5449,3325,7
5450,3326,4
5451,3326,13
5452,3327,16
5453,3328,9
5454,3328,7
5455,3329,7
5456,3329,6
5457,3330,7
5458,3330,6
5459,3331,7
5460,3334,9
5461,3334,7
5462,3334,19
5463,3334,10
5464,3338,16
5465,3341,4
5466,3342,7
5467,3342,14
5468,3344,11
5469,3345,1
5470,3345,3
5471,3347,1
5472,3347,7
5473,3350,7
5474,3353,4
5475,3353,6
5476,3354,13
5477,3355,5
5478,3355,11
5479,3355,12
5480,3355,10
5481,3357,7
5482,3357,6
5483,3358,4
5484,3358,7
5485,3358,5
5486,3358,6
5487,3359,4
5488,3359,7
5489,3360,7
5490,3360,6
5491,3361,4
5492,3361,7
5493,3361,6
5494,3362,9
5495,3362,7
5496,3363,4
5497,3363,7
5498,3364,9
5499,3364,19
5500,3365,7
5501,3365,18
5502,3368,6
5503,3368,18
5504,3370,7
5505,3370,10
5506,3372,8
5507,3372,14
5508,3374,7
5509,3378,7
5510,3379,7
5511,3384,8
5512,3384,9
5513,3385,4
5514,3386,7
5515,3386,12
5516,3386,10
5517,3387,4
5518,3387,12
5519,3388,3
5520,3388,4
5521,3389,8
5522,3389,1
5523,3390,1
5524,3390,9
5525,3390,7
5526,3390,6
5527,3391,4
5528,3392,4
5529,3393,4
5530,3393,5
5531,3393,6
5532,3394,4
5533,3394,6
5534,3395,4
5535,3396,1
5536,3396,3
5537,3396,4
5538,3396,15
5539,3397,3
5540,3397,4
5541,3398,3
5542,3398,4
5543,3398,15
5544,3400,1
5545,3400,2
5546,3400,3
5547,3400,5
5548,3401,1
5549,3401,13
5550,3402,4
5551,3402,7
5552,3402,6
5553,3403,7
5554,3403,10
5555,3404,8
5556,3404,7
5557,3405,8
5558,3405,7
5559,3406,8
5560,3406,1
5561,3406,7
5562,3406,14
5563,3408,7
5564,3409,7
5565,3409,10
5566,3410,4
5567,3410,7
5568,3412,1
5569,3412,3
5570,3412,7
5571,3414,7
5572,3414,6
5573,3414,14
5574,3415,7
5575,3417,1
5576,3417,4
5577,3418,1
5578,3418,9
5579,3418,7
5580,3420,7
5581,3420,10
5582,3421,4
5583,3422,4
5584,3422,6
5585,3423,7
5586,3424,7
5587,3425,7
5588,3425,15
5589,3426,7
5590,3426,6
5591,3428,7
5592,3429,2
5593,3429,4
5594,3430,8
5595,3430,9
5596,3430,7
5597,3431,8
5598,3431,7
5599,3432,8
5600,3432,7
5601,3433,8
5602,3433,7
5603,3434,8
5604,3434,7
5605,3435,9
5606,3435,7
5607,3435,19
5608,3436,7
5609,3436,6
5610,3438,8
5611,3438,3
5612,3438,4
5613,3438,5
5614,3438,13
5615,3439,8
5616,3439,3
5617,3439,5
5618,3440,8
5619,3440,1
5620,3440,3
5621,3440,4
5622,3440,5
5623,3441,8
5624,3441,7
5625,3441,14
5626,3442,8
5627,3442,9
5628,3442,7
5629,3444,8
5630,3445,12
5631,3445,10
5632,3446,4
5633,3446,7
5634,3447,7
5635,3448,4
5636,3448,7
5637,3448,14
5638,3449,7
5639,3450,4
5640,3451,7
5641,3452,8
5642,3452,9
5643,3452,6
5644,3452,10
5645,3453,7
5646,3453,6
5647,3454,4
5648,3454,6
5649,3455,7
5650,3455,10
5651,3456,7
5652,3459,7
5653,3459,11
5654,3461,1
5655,3461,7
5656,3461,10
5657,3462,4
5658,3462,7
5659,3462,6
5660,3466,4
5661,3466,5
5662,3467,7
5663,3467,18
5664,3468,7
5665,3469,7
5666,3470,1
5667,3470,7
5668,3471,1
5669,3471,7
5670,3471,13
5671,3473,4
5672,3474,13
5673,3474,10
5674,3475,7
5675,3475,6
5676,3476,11
5677,3476,12
5678,3477,4
5679,3477,7
5680,3478,7
5681,3479,1
5682,3479,5
5683,3479,6
5684,3480,7
5685,3480,6
5686,3481,4
5687,3481,7
5688,3481,6
5689,3483,2
5690,3483,3
5691,3484,10
5692,3489,1
5693,3489,4
5694,3489,5
5695,3492,1
5696,3492,4
5697,3492,6
5698,3494,1
5699,3494,7
5700,3494,18
5701,3496,7
5702,3497,4
5703,3498,7
5704,3499,7
5705,3499,11
5706,3499,10
5707,3500,4
5708,3500,7
5709,3501,4
5710,3501,6
5711,3502,7
5712,3503,7
5713,3503,12
5714,3503,13
5715,3504,4
5716,3504,7
5717,3505,7
5718,3505,12
5719,3505,10
5720,3506,4
5721,3506,7
5722,3507,4
5723,3508,8
5724,3508,1
5725,3508,7
5726,3508,10
5727,3508,18
5728,3510,7
5729,3510,10
5730,3511,4
5731,3512,7
5732,3512,6
5733,3513,7
5734,3513,10
5735,3514,7
5736,3515,4
5737,3515,6
5738,3516,4
5739,3516,5
5740,3516,6
5741,3519,8
5742,3519,7
5743,3519,14
5744,3521,4
5745,3521,7
5746,3524,4
5747,3524,6
5748,3525,4
5749,3526,4
5750,3526,7
5751,3527,8
5752,3527,13
5753,3527,10
5754,3528,7
5755,3528,6
5756,3529,9
5757,3529,10
5758,3531,4
5759,3531,7
5760,3531,6
5761,3534,7
5762,3535,9
5763,3535,11
5764,3535,12
5765,3535,10
5766,3536,4
5767,3536,7
5768,3536,6
5769,3537,4
5770,3537,7
5771,3538,4
5772,3539,16
5773,3543,4
5774,3543,7
5775,3544,4
5776,3545,7
5777,3545,15
5778,3546,7
5779,3546,11
5780,3546,10
5781,3548,4
5782,3548,7
5783,3549,4
5784,3549,15
5785,3549,6
5786,3550,11
5787,3551,9
5788,3551,7
5789,3551,10
5790,3552,4
5791,3553,7
5792,3553,10
5793,3554,7
5794,3554,6
5795,3555,8
5796,3555,10
5797,3555,14
5798,3556,7
5799,3556,6
5800,3557,12
5801,3557,10
5802,3559,4
5803,3559,7
5804,3559,6
5805,3563,8
5806,3563,11
5807,3564,3
5808,3564,4
5809,3565,4
5810,3565,7
5811,3566,4
5812,3566,7
5813,3567,4
5814,3567,7
5815,3567,6
5816,3568,4
5817,3568,6
5818,3569,4
5819,3569,7
5820,3571,4
5821,3571,7
5822,3572,11
5823,3572,13
5824,3573,11
5825,3573,13
5826,3574,11
5827,3574,13
5828,3576,8
5829,3576,11
5830,3576,13
5831,3577,7
5832,3577,6
5833,3578,8
5834,3578,1
5835,3578,7
5836,3580,7
5837,3581,4
5838,3584,8
5839,3584,7
5840,3584,6
5841,3584,10
5842,3586,7
5843,3586,6
5844,3587,11
5845,3590,4
5846,3590,7
5847,3591,4
5848,3591,7
5849,3592,2
5850,3592,13
5851,3593,8
5852,3593,13
5853,3594,7
5854,3594,15
5855,3596,4
5856,3597,4
5857,3598,9
5858,3598,7
5859,3598,6
5860,3598,10
5861,3599,4
5862,3599,15
5863,3604,15
5864,3606,4
5865,3606,15
5866,3606,6
5867,3608,1
5868,3608,4
5869,3609,16
5870,3614,4
5871,3614,6
5872,3615,1
5873,3615,2
5874,3615,3
5875,3616,4
5876,3616,6
5877,3617,4
5878,3618,4
5879,3618,9
5880,3619,4
5881,3622,4
5882,3623,8
5883,3623,1
5884,3623,10
5885,3624,8
5886,3624,1
5887,3624,4
5888,3624,18
5889,3625,16
5890,3626,4
5891,3627,11
5892,3627,10
5893,3628,8
5894,3628,7
5895,3628,6
5896,3628,14
5897,3629,1
5898,3629,4
5899,3629,6
5900,3632,4
5901,3632,9
5902,3633,8
5903,3633,1
